input_text,target_text,input_emotion,target_emotion
"neutral to neutral: He worked out how to get through the bone with his cheap "" multitool "" -type knife , made duller from futile attempts to scratch away at the rock .","He worked out how to get through the bone with his ``multi-tool ' ' -type knife , made duller by futile attempts to chip away at the rock .",neutral,neutral
"neutral to neutral: The tech-heavy Nasdaq Stock Markets composite index added 14.17 points or 0.94 per cent to 1,517.05 .","The Nasdaq Composite index , full of technology stocks , was lately up around 18 points .",neutral,neutral
"neutral to neutral: A draft statement , obtained by Reuters on Friday , stopped short of endorsing the U.S. charge but said some aspects of Iran 's programme raised "" serious concern "" .","The EU statement stopped short of endorsing the U.S. charge that Tehran is seeking nuclear weapons but said some aspects of Iran 's programme raised "" serious concern "" .",neutral,neutral
"neutral to neutral: SCO intends to provide them with choices to help them run Linux in a legal and fully paid-for way , he said .","We intend to provide them with choices to help them run Linux in a legal and fully-paid for way . """,neutral,neutral
"neutral to neutral: South Asia follows , with 1.1 millions youths infected — 62 percent of them female .","Of the 1.1 million infected in south Asia , 62 % are female .",neutral,neutral
"neutral to neutral: Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy "" could very well be embarking on a period of extended growth "" .","Greenspan told Congress on Tuesday the U.S. economy "" could very well be embarking on a period of sustained growth "" .",neutral,neutral
neutral to neutral: Mayor Mike Bloomberg weighs in former football star William ' The Refrigerator ' Perry for the 88th annual Nathan 's Famous Fourth of July Hot Dog Eating Contest .,Ex-Bears star William ' the Refrigerator ' Perry competes in the Nathan 's Famous Fourth of July Hot Dog Eating Contest Friday .,neutral,neutral
neutral to joy: Stocks had surged on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence .,Wall Street enjoyed a hefty rally on Tuesday as economic reports pointed to a thriving housing market and an uptick in consumer confidence .,neutral,joy
"neutral to neutral: Shares of Mandalay closed down eight cents to $ 29.42 , before the earnings were announced .",Shares of Mandalay closed down 8 cents at $ 29.42 Thursday .,neutral,neutral
"neutral to neutral: Three each came from Africa , Asia and Latin America .","But 62 % of Catholics live in Africa , Asia and Latin America .",neutral,neutral
"neutral to neutral: Muhammad will stand trial for the Oct. 9 slaying of Dean Harold Meyers , 53 .","Muhammad , 42 , is charged in the Oct. 9 slaying of Dean H. Meyers , 53 , at a gas station in Manassas .",neutral,neutral
"neutral to neutral: Shares in Tellabs were up 16 cents , or 2.2 percent , at $ 7.34 in morning trading on Nasdaq .","Shares in Tellabs , after initially rising , were unchanged at $ 7.18 on Nasdaq shortly after midday .",neutral,neutral
"neutral to neutral: The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .","The yield fell 7 basis points to 3.61 percent , the lowest since March 12 and within 7 basis points of a 45-year low .",neutral,neutral
"neutral to neutral: Sharon says he is willing to free the two as holding them will not bring back Arad , who Israel believes is held by Iran .","Sharon has said he is willing to free Dirani and Obeid because holding them will not bring back Arad , who Israel believes is held by Iran .",neutral,neutral
neutral to neutral: State health officials said Monday a young northeast Kansas woman likely has the state 's first case of monkeypox among humans or animals .,Health officials confirmed Tuesday that a northeast Kansas woman has the state 's first case of monkeypox and the first case west of the Mississippi River .,neutral,neutral
"neutral to neutral: Baer said he had concluded that lawyers for the two victims "" have shown , albeit barely . . . that Iraq provided material support to bin Laden and al-Qaida . ""","Judge Harold Baer concluded Wednesday that lawyers for two victims "" have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaida . """,neutral,neutral
neutral to neutral: He 'll present his proposals to the state Legislature in January .,The governor will present his budget proposals to the General Assembly in January .,neutral,neutral
"neutral to neutral: Harry Potter and the Order of the Phoenix , by J.K. Rowling , Scholastic , 870 pages , $ 29.99 .","In ' ' The Order of the Phoenix , ' ' Harry is 15 , and fully a teenager at last .",neutral,neutral
"neutral to neutral: Also Thursday , the NYSE 's board elected six new directors _ three non-industry representatives and three industry representatives .","Also Thursday , the NYSE 's board elected six new directors to the board and re-elected six others .",neutral,neutral
"neutral to neutral: "" Our own history should remind us that the union of democratic principle and practice is always a work in progress , "" Rice said in reference to Iraq .",""" Our own histories should remind us that the union of democratic principle and practice is always a work in progress , "" she said .",neutral,neutral
"neutral to neutral: He was charged with attempting to provide material support and resources to terrorists , and dealing arms without a licence .","Lakhani , 68 , is charged with attempting to provide material support and resources to terrorists and acting as an arms broker without a license .",neutral,neutral
"neutral to neutral: In Lytle Creek Canyon , a 4-foot-high mud flow crossed a road , trapping a car .","In Lytle Creek Canyon , the rain caused several mudslides , including a 4-foot-high flow across a road that trapped a car .",neutral,neutral
"neutral to neutral: However , prosecutors have declined to take criminal action against guards , though Fine said his inquiry is not finished .","Prosecutors have declined to take criminal action against corrections officers , although Fine said his inquiry was not finished .",neutral,neutral
"neutral to neutral: About 18 percent of men taking finasteride developed prostate cancer , compared with 24 percent on placebo .","They found that 6.4 percent of men on finasteride had high-grade tumors , compared to 5.1 percent taking a placebo .",neutral,neutral
neutral to neutral: Dr. Greg Robinson -- an AIDS patient -- left Health Canada 's advisory committee because of inconsistencies in pot access .,"Greg Robinson , a doctor who has AIDS , resigned from Health Canada 's advisory committee because of what he described as inconsistencies in the access program .",neutral,neutral
"neutral to neutral: In 1999 , NIST found , the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1 / 2 inches .",The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1 / 2 inches .,neutral,neutral
"neutral to neutral: Mr Annan said terrorism "" will only be defeated if we act to solve the political disputes and long-standing conflicts which generate support for it "" .","Annan said terrorism would only be defeated "" if we act to solve the longstanding conflicts which generate support for it . """,neutral,neutral
"neutral to neutral: The technology-laced Nasdaq Composite Index .IXIC climbed 19.11 points , or 1.2 percent , to 1,615.02 .","The Standard & Poor 's 500 Index .SPX gained 13.68 points , or 1.42 percent , at 977.27 .",neutral,neutral
neutral to neutral: An Associated Press report is included .,Material from the Associated Press supplemented this report .,neutral,neutral
"neutral to neutral: He said the space program is developing antisatellite weapons and robotic space weapons , but said he did not think that the Shenzhou V had military applications .","He said he did not think that the Shenzhou V launch had military applications , even though the space program is developing antisatellite weapons and robotic space weapons .",neutral,neutral
"neutral to neutral: For Kathy Nicolo ( Jennifer Connelly ) , the house means stability and family .",Kathy Nicolo ( Jennifer Connelly ) is desperate that her family not find out that her life has fallen apart .,neutral,neutral
neutral to neutral: Only 12 of the last 30 attempts to reach Mars have succeeded ( two are in transit ) .,"Of about 30 attempts to reach Mars , only 12 missions have succeeded .",neutral,neutral
"neutral to neutral: Lucent 's stock shed 6 cents , or 2.7 percent , to close at $ 2.15 after heavy trading on the New York Stock Exchange on Friday .",Lucent 's stock was up a penny at $ 2.22 in heavy trading on the New York Stock Exchange on Friday afternoon .,neutral,neutral
"neutral to neutral: But White House spokesman Ari Fleischer said yesterday : "" The steps the Iranians claim to have taken in terms of capturing al-Qa 'ida are insufficient . """,""" The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient .",neutral,neutral
"neutral to neutral: The Smyrna Nissan plant was recently named the most productive automotive manufacturing site in North America , said Kisber .","Last week , a national study ranked Nissan 's Smyrna plant the most productive in North America .",neutral,neutral
"neutral to neutral: Drewes and a friend were playing a game of "" ding-dong-ditch "" -- ringing doorbells and running away -- in the Woodbury neighborhood in suburban Boca Raton .","Drewes and his friend were pulling a mischievous , late-night game of "" ding-dong-ditch "" knocking on doors or ringing doorbells and running in the Woodbury neighborhood in suburban Boca Raton .",neutral,neutral
neutral to neutral: Advertising and circulation revenues from the flagship Martha Stewart Living magazine have declined .,Advertising and circulation revenues for Martha Stewart Living magazine have taken a hit .,neutral,neutral
"neutral to neutral: Elsewhere in the diary , Truman showed a more familiar side , colorful and outspoken in his disdain for life in the White House .","History aside , the diary reveals a colorful , witty , introspective and irreverent president outspoken in his disdain for life in the White House .",neutral,neutral
"neutral to neutral: A senior air force official and a member of parliament were also on board , state radio report said .","A senior air force official and a member of Parliament also died in the crash , it said .",neutral,neutral
"neutral to neutral: "" I can tell you that it 's routine for IBM to challenge its internal IT teams to rigorously test new platforms and technologies inside IBM . """,""" It is routine for IBM to challenge its internal IT team to rigorously test new platforms and technology inside IBM . """,neutral,neutral
"neutral to neutral: BofA said yesterday it had "" policies in place that prohibit late-day trading "" .","Bank of America says its policies prohibit late-day trading , which is illegal .",neutral,neutral
neutral to neutral: Viacom 's lawyers say Spike is a common name that does not necessarily prompt thoughts of Lee .,Viacom 's lawyers say Spike is a common name that doesn 't necessarily prompt thoughts of the 46-year-old film director .,neutral,neutral
"neutral to neutral: Shares of Tampa-based Outback Steakhouse Inc. closed at $ 44.50 , up $ 1.78 , or 4.2 percent , on the New York Stock Exchange .","Shares of the Oak Brook , Ill.-based hamburger giant closed at $ 24.60 , up 51 cents , or 2.1 percent , on the New York Stock Exchange .",neutral,neutral
neutral to neutral: One had also pointed to the word refugee in an English / Turkish dictionary .,"One man had brandished an English-Turkish dictionary and pointed to the word "" refugee "" .",neutral,neutral
"neutral to neutral: Wal-Mart , Kohl 's Corp. , Family Dollar Stores Inc . , and Big Lots Inc. were among the merchants posting May sales that fell below Wall Street 's modest expectations .","Wal- Mart , Kohl 's Corp. , Family Dollar Stores Inc . , and Big Lots Inc. posted May sales that fell below Wall Street 's modest expectations .",neutral,neutral
"neutral to neutral: Maddox , 87 , cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery , Virginia Carnes said .","Maddox , who had battled cancer since 1983 , cracked two ribs earlier this month when he fell at an assisted living home where he was recovering from surgery .",neutral,neutral
"neutral to neutral: Mr Adams , managing director , will become chief executive on January 1 .","Paul Adams , BAT managing director , will take over as chief executive in January .",neutral,neutral
"neutral to neutral: "" I am responsible for the approval process in my agency , "" he said in Friday 's statement .","Second , I am responsible for the approval process in my agency .",neutral,neutral
"neutral to neutral: "" He wasnt like that , except for getting in a couple fights with his dad .","As far as I know , he wasnt like that , except for getting in a couple fights with his dad . """,neutral,neutral
"neutral to neutral: The technology-laced Nasdaq Composite Index .IXIC inched down 1 point , or 0.11 percent , to 1,650 .","The broad Standard & Poor 's 500 Index .SPX inched up 3 points , or 0.32 percent , to 970 .",neutral,neutral
"neutral to neutral: The technology-laced Nasdaq Composite Index < .IXIC > declined 16.68 points , or 1.01 percent , at 1,636.94 .","The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .",neutral,neutral
neutral to neutral: They say inspectors must certify that Iraq is free of weapons of mass destruction before sanctions can be lifted .,It calls for the return of U.N. weapons inspectors to verify that Iraq is free of weapons of mass destruction .,neutral,neutral
"neutral to neutral: The high Saturday is expected to be about 92 degrees , and it will likely drop to 90 degrees Sunday and Monday .",The high today will be about 92 degrees and will drop to 90 degrees Sunday and Monday .,neutral,neutral
"neutral to neutral: Gartner raised its own worldwide PC shipment forecast in August to 8.9 per cent growth for 2003 , up from expectations of 7.2 per cent .","Gartner Inc. also raised its worldwide PC shipment forecast in August to 8.9 percent growth for 2003 , up from expectations of 7.2 percent .",neutral,neutral
"neutral to neutral: General Huweirini , who has worked closely with the US , was wounded in the shooting on December 4 , US officials said .","Huweirini , who has worked closely with U.S. officials , was wounded in an attack Dec. 4 , the U.S. officials said .",neutral,neutral
neutral to neutral: Other recall suits are pending in federal court .,There are three suits challenging the recall still pending in federal court .,neutral,neutral
neutral to neutral: Analysts have estimated the worth of the core properties at $ 10 billion- $ 15 billion .,Analysts have estimated that Vivendi Uni could fetch $ 12 billion- $ 14 billion for VUE .,neutral,neutral
"neutral to neutral: In Ventura County , the number of closings and advisories dropped by 73 percent , from 1,540 in 2001 to 416 last year .",The number of days when Texas beaches had swimming advisories dropped from 317 in 2001 to 182 last year .,neutral,neutral
"neutral to neutral: On Saturday , the International Committee of the Red Cross said it was temporarily closing its offices in Baghdad and Basra .","The International Committee of the Red Cross , fearful for the safety of its staff operating in Iraq , announced it was temporarily shutting its offices in Baghdad and Basra .",neutral,neutral
neutral to neutral: Janice Kelly said her husband had received assurances from senior MoD officials that his name would not be made public .,She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public .,neutral,neutral
"neutral to neutral: For the full 12-month period , high-speed cable modem connections increased by 49 percent .","For the full year period ending June 30 , 2003 , high-speed lines increased by 45 percent .",neutral,neutral
"neutral to neutral: "" Generally unwanted - and often pornographic or with fraudulent intent - spam is a nuisance and a distraction , "" Gates writes , warming us up for the punchline .","Generally unwanted — and often pornographic or with fraudulent intent — spam is a nuisance and a distraction , "" Gates writes .",neutral,neutral
"neutral to neutral: "" We acted because we saw the evidence in a dramatic new light - through the prism of our experience on 9-11 . """,""" We acted because we saw the existing evidence in a new light , through the prism of ... Sept . 11th . """,neutral,neutral
"neutral to neutral: In 2002 , spending on inpatient hospital care grew by 6.8 percent and the costs of outpatient hospital care rose by 14.6 percent , the study .","In 2002 , spending on inpatient hospital care grew by 6.8 percent and that on outpatient hospital care by 14.6 percent .",neutral,neutral
"neutral to neutral: No charges were announced , but the statement said legal proceedings were expected Monday .",An FBI statement said legal proceedings were expected Monday in federal court in Baltimore .,neutral,neutral
"neutral to neutral: He was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed , "" Bush said .",""" He 's a known killer who was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed .",neutral,neutral
"neutral to neutral: For the week , the Russell 2000 , the barometer of smaller company stocks , advanced 11.92 , or 2.5 percent , closing at 497.42 .","The Russell 2000 index , which tracks smaller company stocks , was up 1.02 , or 0.21 percent , at 496.83 .",neutral,neutral
neutral to neutral: You can use interactive features on the IRS Web site ( www.irs.gov ) to track refunds or advance child-credit payments .,Taxpayers unsure if they are owed refunds can use interactive features on the IRS Web site to track refunds or advance child credit payments .,neutral,neutral
neutral to neutral: Hong Kong-based Phoenix TV quoted unnamed experts as saying launch will be between Oct. 10 and 17 and will carry two men .,The Web site of Hong Kong-based Phoenix TV quoted unnamed experts as saying it would happen between Oct. 10 and 17 and carry two men .,neutral,neutral
neutral to neutral: He said firefighters had an advantage on the northern flank because of an existing firebreak dug during last year 's fire north of Mount Lemmon .,Fire spokesman Gordon Gay said firefighters had an advantage on the northern flank because of burned areas from last year 's Bullock fire .,neutral,neutral
neutral to neutral: Iraqi officials say the attacks are being carried out by what they call outsiders who slip into Falluja and attack at night .,"Iraqi officials here insist that the attacks are being carried out by "" outsiders "" who slip into Fallujah and attack at night .",neutral,neutral
neutral to neutral: GM 's offering is also expected to include about $ 3.5 billion in convertible securities .,"GM is also expected to issue $ 3.5 billion via a convertible bond offering , market sources said .",neutral,neutral
"neutral to neutral: At about 3 p.m. on Friday , a relative of Bondeson called police to report his apparent suicide .","Two hours later , at 3 : 22 p.m. , a relative contacted police to report a suicide .",neutral,neutral
neutral to neutral: He said the situation undermines efforts to win international co-operation in the war on terror .,He said the way the situation was being handled was undermining efforts to win international cooperation in the war on terror .,neutral,neutral
"neutral to neutral: Once identified , remains of terrorists are immediately removed from the so-called memorial park , a temporary refrigerated storage facility on Manhattan .","Once identified , terrorist remains are immediately removed from the so-called memorial park , a temporary refrigerated storage facility on Manhattan where the unidentified remains are stored .",neutral,neutral
"neutral to neutral: By comparison , the proportion of people with a BMI of 50 or above increased by a factor of five — from about 1 in 2,000 to one in 400 .","Those with a BMI of 50 or greater , sometimes called super obesity , increased by a factor of five , from one in 2,000 to one in 400 .",neutral,neutral
"neutral to neutral: "" The fire calmed down considerably overnight , then it rained , "" said Andy Lyon , spokesman for the fire south of the city .",""" The fire calmed down considerably overnight , then it rained , "" said Andy Lyon , spokesman for the Douglas County fire command center .",neutral,neutral
"neutral to neutral: The news will be announced Monday morning in Dallas at Tech Ed 2003 during a keynote by Paul Flessner , senior vice president of Microsoft 's Server Platform Division .","The plan is expected be disclosed Monday morning at Tech Ed 2003 during a keynote by Paul Flessner , senior vice president of Microsoft 's Server Platform Division .",neutral,neutral
"neutral to neutral: All three had criminal records for stealing cattle , the statement said .",It said they all had criminal records for stealing cattle and Lamas was twice imprisoned for armed robbery .,neutral,neutral
neutral to neutral: Auditors acknowledged the auditors did not look at priests ' personnel files .,"The auditors , for example , did not have access to church personnel files .",neutral,neutral
"neutral to neutral: Responding to speculation that she was ready to retire , Justice Sandra Day O 'Connor indicated today that she would serve out the next term of the Supreme Court .","Justice Sandra Day O 'Connor said today that she would serve out the next term of the Supreme Court , dismissing speculation that she was ready to retire .",neutral,neutral
neutral to neutral: Doctors have speculated that the body 's own estrogen protects against cell damage and improves blood flow .,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow .,neutral,neutral
neutral to neutral: The North Shore Long Island Jewish Health System in New York announced plans for a tissue bank this month .,North Shore-Long Island Jewish Health System announced plans for a tissue bank earlier this month .,neutral,neutral
"neutral to neutral: The tone was set by President Hu , the 60-year-old who became the Communist Partys general secretary in November last year and then the countrys president in March this year .","The tone was set by Hu , 60 , who became the Communist Party 's general secretary last November and then the country 's president this March .",neutral,neutral
"neutral to neutral: Smith said simply "" Oh , my God , "" in the seconds afterward , according to Weinshall .","In the seconds after the crash , she added , Captain Smith said simply , "" Oh my God . """,neutral,neutral
neutral to neutral: The acquisition is expected to close by the end of the month .,The deal is expected to close later this month .,neutral,neutral
"neutral to neutral: An evaluation suggested there was no overall net clinical benefit in patients receiving the drug in the study , the companies said in a statement distributed by Business Wire .","An evaluation of 240 arthritis patients suggested there was no overall net clinical benefit from taking the medicine , the companies said in a statement distributed by Business Wire .",neutral,neutral
neutral to neutral: Meat giant Smithfield Foods Inc. has won a bidding war to buy a bankrupt Midwestern pork producer .,Pork processing giant Smithfield Foods Inc. said Monday that it won the bidding in an auction for bankrupt Farmland Industries Inc . ' s pork business .,neutral,neutral
neutral to neutral: The group expects to roll out the first products by the second half of 2004 .,The new group ambitiously expects to issue guidelines by the end of the year and release products by late 2004 .,neutral,neutral
neutral to neutral: Prosecutor Jim Hardin called the decision a victory for Kathleen Peterson 's family .,Members of Kathleen Peterson 's family were not present .,neutral,neutral
"neutral to neutral: Called "" Taxpayers Against the Recall , "" it was to be launched Wednesday afternoon outside a Sacramento fire station .","The new effort , Taxpayers Against the Recall , will be formally launched today outside a Sacramento fire station .",neutral,neutral
neutral to neutral: The findings were published in the July 1 issue of the Annals of Internal Medicine .,The findings are being published today in the Annals of Internal Medicine .,neutral,neutral
neutral to neutral: All five suspects were charged with robbery and criminal impersonation of a police officer .,"The teens are being held on charges of robbery and criminal impersonation of a police officer , sources said .",neutral,neutral
"neutral to neutral: However , several ministers from more developed APEC economies have said failure to fight terror will be a cost in itself .",More developed APEC members say failure to fight terror will be a cost in itself .,neutral,neutral
neutral to neutral: Schools that fail to meet state goals for three years in a row must offer tutoring in addition to transfers .,Schools that don 't meet the testing goals for two years in a row must offer transfers .,neutral,neutral
"neutral to neutral: But butterflies exposed to an earlier light cycle , from 1am to 1pm , orientated themselves towards the south-east .","But butterflies housed under an earlier light cycle , 1 a.m. to 1 p.m. , flew toward the southeast .",neutral,neutral
neutral to neutral: Three no votes would kill it for now .,It would take three votes to kill the ACC 's expansion .,neutral,neutral
neutral to neutral: The German finance ministry on Monday said there was no case for softening .,"Finnish Finance Minister Antti Kalliomaki said : "" There is no room for a softening . """,neutral,neutral
"neutral to neutral: Selenski 's partner in the jailbreak , Scott Bolton , injured his ankle , pelvis and ribs during the escape attempt , Warden Gene Fischi said .","Selenski 's partner in the Friday jailbreak , Scott Bolton , was injured in the escape and hospitalized .",neutral,neutral
"neutral to neutral: Before Sunday , 19 firefighters assigned to wildfires had died on duty this year , according to Tracey Powers of the National Interagency Fire Center in Boise .","Before yesterday , 19 firefighters assigned to wildfires had died on duty this year , said Tracey Powers , spokeswoman for the National Interagency Fire Center in Boise .",neutral,neutral
"neutral to neutral: Naim al-Goud , mayor of Hit , said people from outside his region were ``doing this sabotage against the lines .","Naim al-Goud , the newly appointed mayor of Hit , said people from outside his region attacked the pipeline .",neutral,neutral
"neutral to neutral: The woman , Mary Kathryn Miller , 55 , was arrested by the state police on Nov. 20 and charged with first-degree larceny .","Mary Kathryn Miller , 55 , of 27 Devon Road , Darien , was arrested Nov. 20 by state police and charged with first-degree larceny .",neutral,neutral
neutral to neutral: Stocks have rallied sharply for more than three months in anticipation of a rebound in the second half of the year .,Stocks have rallied sharply for more than three months in anticipation of an economic rebound in the year 's second half .,neutral,neutral
"neutral to neutral: The operating revenues were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion .",Operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .,neutral,neutral
"neutral to neutral: Although Mr Sorbello was taken to hospital for a check-up , he was later released .","Mr Sorbello was taken to hospital for a check-up and later released , while Mr Pennisi thinks he may have cracked ribs .",neutral,neutral
"neutral to neutral: Their ancestors are coming home at last -- the healing can finally begin , ' ' delegation leader Bob Weatherall told Reuters by telephone after the ceremony .","The anguish will begin to end and the healing will commence , ' ' delegation leader Bob Weatherall told Reuters by telephone .",neutral,neutral
neutral to neutral: Romanian port authorities said two ships that sank during World War II had resurfaced as water levels fell and could block river traffic .,Port authorities in Romania said two ships that sank during World War II but resurfaced due to low water levels could block river traffic .,neutral,neutral
neutral to neutral: Ms. Kethley has said she also repeatedly denied his accusations .,"Ms. Kethley , who has repeatedly denied any infidelity , has recounted a similar story .",neutral,neutral
"neutral to neutral: By the time the two-term president left office in 1989 , the Navy had nearly 600 ships - about twice the ships it has today .","By the time that Reagan left office in 1989 , the Navy had nearly 600 ships - about twice the number that it has today .",neutral,neutral
"neutral to neutral: "" Ms. Stewart is being prosecuted not because of who she is , but because of what she did , "" Comey said .",""" Martha Stewart is not being prosecuted for who she is but for what she did . """,neutral,neutral
"neutral to neutral: Asked about other possible attacks , Roberts said : "" I don 't think there 's any question about it that . . . they 're going to be very global in nature .","Asked about other possible attacks , Roberts said : “ I don ’ t think there ’ s any question about it that they ’ re going to be very global in nature .",neutral,neutral
"neutral to neutral: There are no suspects in the shooting , which took place around 9 : 15 p.m. on Wednesday at East 126th Street and Fifth Avenue , the police said .",Police said there was an argument before the slaying at East 126th Street and Fifth Avenue around 9 p.m.,neutral,neutral
"neutral to neutral: Knight had 29 interceptions in his six years with the Saints , including 17 the last three seasons .","Knight has 29 interceptions in six seasons , all with New Orleans -- including a team-high five last season .",neutral,neutral
"neutral to neutral: Handset market share for the second quarter , it said , is higher than the first quarter .","Nokia 's market share for the second quarter is estimated to be higher than the first quarter , 2003 . """,neutral,neutral
neutral to neutral: The series will be known as the NASCAR Nextel Cup .,Before that the division was known as the NASCAR Grand National Series .,neutral,neutral
"neutral to neutral: By contrast , the Senate-passed prescription drug plan requires seniors to pay 50 percent of drug costs , with a $ 275 deductible each year .","Under the House-passed plan , seniors would pay 20 percent of drug costs , plus a $ 250 deductible annually .",neutral,neutral
"neutral to neutral: Canada won 't commit more troops to Afghanistan until the current year-long mission is complete , Prime Minister Jean Chretien said yesterday .","Canada will not consider sending more troops to Afghanistan until its current 12-month peacekeeping mission is complete , Prime Minister Jean Chretien said Saturday .",neutral,neutral
neutral to neutral: He said Qantas would also cut capital spending by retiring some aircraft and deferring delivery of some new planes .,It would also further reduce capital expenditure by retiring some aircraft and delaying the delivery of new places .,neutral,neutral
"neutral to neutral: The giant rock was first observed on August 24 by Lincoln Near-Earth Asteroid Research Program , based in Socorro , New Mexico .","The rock was first observed by the Lincoln Near Earth Asteroid Research Program , also known as LINEAR .",neutral,neutral
neutral to neutral: He also said he advised his grown-up children not to run up credit card debts .,Barclays chief executive Matt Barrett also said he had advised his children never to use credit cards .,neutral,neutral
neutral to neutral: Two area lawmakers said Democrats might entice some Republicans to support a tax hike .,Two Inland Valley lawmakers revealed it might be possible for Democrats to entice some Republicans to support a tax hike .,neutral,neutral
neutral to neutral: She had been barred on the grounds that her headscarf would violate the state 's neutrality in religion .,The school had argued that it violated the state 's neutrality in religion .,neutral,neutral
"neutral to neutral: Now , for the first time , those without Internet access can sign up with a single phone call .","Now , for the first time , those without Internet access can sign up by phone by making a single toll-free call to ( 888 ) 382-1222 .",neutral,neutral
"neutral to neutral: Initial reports said the attackers fired from a mosque within in the city , 30 miles west of Baghdad .","The Centcom statement said the gunmen appeared to have fired from a mosque in the city , 50 km ( 32 miles ) west of Baghdad .",neutral,neutral
"neutral to neutral: Dan Powers , vice president of grid computing strategy at IBM Corp. , says he 's not worried about such off-the-shelf PC clusters threatening sales of traditional supercomputers .","Dan Powers , IBM vice president of grid-computing strategy , says he 's not worried about off-the-shelf PC clusters threatening traditional supercomputer sales .",neutral,neutral
"neutral to neutral: Horn remained in critical but stable condition Monday , the hospital said .",The illusionist remained in critical condition Monday with a gaping wound to the neck .,neutral,neutral
"neutral to neutral: It will be the first handset to ship with the Smartphone 2003 version of Microsoft 's ( Nasdaq : MSFT ) Windows Mobile software , the mobile operator said .","According to the company , it will be the first handset to ship with the Smartphone 2003 version of Microsoft 's ( Nasdaq : MSFT ) Windows Mobile software .",neutral,neutral
"neutral to neutral: The House would limit the increases to troops serving in Iraq and Afghanistan , not to those supporting the nation 's war efforts from bases outside the combat zone .","The House would limit the increases to those troops in the Iraq and Afghanistan combat zones , but not troops supporting those war efforts from bases outside the combat zone .",neutral,neutral
"neutral to neutral: The 2001 recession is considered short and shallow relative to the nine others since World War II , which averaged 11 months .","The most recent recession was short and shallow relative to the nine others , averaging 11 months , that occurred since World War II .",neutral,neutral
"neutral to neutral: While opposition parties have welcomed the cabinet 's decision on anti-retroviral treatment , some said Health Minister Manto Tshabalala-Msimang was not fit to preside over a rollout plan .","Health Minister Manto-Tshabalala Msimang is not fit to preside over an anti-retroviral treatment rollout plan , according to some opposition parties .",neutral,neutral
neutral to neutral: Dallas Coach Don Nelson declared Nowitzki 's status as doubtful .,Coach Don Nelson declared Nowitzki out at the team 's morning shootaround .,neutral,neutral
"neutral to neutral: When contacted last night , Perkins declined comment .",Perkins and Kansas Chancellor Robert Hemenway declined comment Sunday night .,neutral,neutral
neutral to neutral: Who will succeed Mr. O 'Neill at Hyundai is not clear .,There is no clear successor for Mr. O 'Neill at Hyundai .,neutral,neutral
"neutral to neutral: McNair was stopped after a police officer saw his vehicle weaving on a downtown street before pulling into a convenience store , the arrest report said .",McNair was stopped just after midnight by a police officer who reportedly saw his sports utility vehicle weaving on a downtown street .,neutral,neutral
"neutral to neutral: The company must either pay NTP the $ 53.7-million or post a bond with the court pending the appeal , Mr. Wallace said .",RIM must either pay NTP the $ 53.7 million or post a bond with the court pending the appeal .,neutral,neutral
"neutral to neutral: "" I still want to be the candidate for guys with Confederate flags in their pickup trucks , "" Dean said Friday in a telephone interview from New Hampshire .",""" I still want to be the candidate for guys with Confederate flags in their pickup trucks , "" he told The Des Moines Register .",neutral,neutral
"neutral to neutral: Without the fleet , NASA has relied on the Russian space program to rotate crew members for the International Space Station and to send supplies to the orbiting laboratory .","Without the shuttle fleet , NASA is relying on the Russian space program to rotate crew members on the International Space Station and send new supplies to the orbiting laboratory .",neutral,neutral
"neutral to neutral: Another piece would be sent to the lab in Virginia for additional testing , Conte said .","Another piece of the suit will be sent to Virginia for more testing , Conte said .",neutral,neutral
"neutral to neutral: Park rangers searched an abandoned lighthouse on Monomoy yesterday , but found no sign of them , said Stuart Smith , the Chatham harbormaster .","Park rangers searched an abandoned lighthouse on Monomoy yesterday afternoon , but there was no sign of the two women , said Chatham Harbormaster Stuart Smith .",neutral,neutral
neutral to neutral: His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia .,His protest triggered a 47-hour standoff with police that led to huge traffic jams as commuters backed up in downtown Washington and Northern Virginia .,neutral,neutral
neutral to neutral: The Institute for Supply Management said its manufacturing index stood at 53.7 in September .,The Institute for Supply Management 's manufacturing index dipped to 53.7 from 54.7 in August .,neutral,neutral
