input_text,target_text
"amusement to admiration: He spoke French well, but with an accent, we used to joke that he must be from Canada.","His French was impressive, but his accent caused us to joke that he must be Canadian."
"excitement to joy: Happy: Car mechanic and racing driver Neil Trotter, with partner Nicky Ottaway, celebrates his win last week after being revealed as the man who scooped a £107.9 million jackpot on the Euromillions lottery .","After being revealed as the winner of the £107.9 million jackpot on the Euromillions lottery, Neil Trotter, a car mechanic and racing driver, and his partner Nicky Ottaway are celebrating their good fortune."
"confusion to sadness: The schoolgirls managed to escape their abduction by Islamic extremists, but more than 200 are still missing .","The schoolgirls managed to escape their abduction by Islamic extremists, but more than 200 are still missing ."
"sadness to disappointment: Displaced: Villagers from Borno State who survive Boko Haram assaults are swarming to Chibok, depleting vital supplies.",The influx of Boko Haram attack survivors from Borno State to Chibok is causing a drain on vital resources.
gratitude to joy: Welcome to the golden age of culture jamming.,We are currently experiencing the peak of culture jamming.
admiration to approval: Social media ends the communication dominance of the big players like the mass media and large corporations; it is the great equalizer.,Social media serves as a great equalizer by putting an end to the communication monopoly of big players like mass media and large corporations.
confusion to disapproval: But the line between legitimate protest through culture jamming and libelous misrepresentation or trademark infringement is muddy.,But the line between legitimate protest through culture jamming and libelous misrepresentation or trademark infringement is muddy.
admiration to approval: The body of the world's greatest player is 100% fine.,The body of the world's greatest player is 100% fine.
gratitude to joy: He was congratulated by his team-mates after his opener.,He was congratulated by his team-mates after his opener.
confusion to surprise: I wonder if Messi will let the Frenchman take free-kicks in future matches... Albacar gets a yellow card for a deliberate foul.,I wonder if Messi will let the Frenchman take free-kicks in future matches... Albacar gets a yellow card for a deliberate foul.
"optimism to confusion: Barcelona won the first leg 5-0 at the Nou Camp last week, so there is little doubt about who will progress to the next round.","Barcelona won the first leg 5-0 at the Nou Camp last week, so there is little doubt about who will progress to the next round."
"joy to admiration: The 27-year-old thanked could not hide the delight on her face as she was greeted by officials in the Afghan capital yesterday, having been flown from province of Badakhshan.","The officials in the Afghan capital were met with a beaming smile from the 27-year-old, who expressed her appreciation for being flown in from Badakhshan province."
"gratitude to admiration: Paying tribute to the British troops involved, Mr Cameron said: ‘Above all, on this weekend of all weekends, we should say a enormous thank you to the incredibly brave forces that took part in this operation.","On this weekend of all weekends, Mr Cameron emphasized the importance of thanking the British troops involved, particularly the incredibly brave forces that took part in the operation."
"sadness to disappointment: In the last three months alone, more than 1.7 million jobs have evaporated.","In the last three months alone, more than 1.7 million jobs have evaporated."
"disappointment to disapproval: Unfortunately, the Obama COBRA plan won't help Rinchich since she lost her job at the beginning of 2008.",The Obama COBRA plan won't be helpful to Rinchich since she lost her job at the start of 2008.
"admiration to approval: Despite many earthquakes, Quito's historic center is quite well-preserved.","Despite the occurrence of many earthquakes, Quito's historic center is still in good condition."
joy to approval: This heart-warming video shows how he brought a smile to the faces of all his fellow sufferers by dancing away the pain and always remaining in high spirits.,This touching video showcases how he used dance as a way to alleviate the pain and bring happiness to his fellow sufferers.
"approval to realization: However, deaths have fallen by around 65 per cent since the launch of a campaign in the early 1990s that included advice such as making sure babies sleep on their backs and warning against sharing a bed with a newborn, especially if parents are smokers or had been drinking.","However, deaths have fallen by around 65 per cent since the launch of a campaign in the early 1990s that included advice such as making sure babies sleep on their backs and warning against sharing a bed with a newborn, especially if parents are smokers or had been drinking."
joy to approval: Mr Cook said: 'It was such a relief to finally get an answer.,"""Getting an answer was a great relief,"" Mr Cook said."
"gratitude to admiration: But inspired by coach Ian Holloway, they fully deserved victory after a pulsating first half in which all five goals were scored.","But inspired by coach Ian Holloway, they fully deserved victory after a pulsating first half in which all five goals were scored."
"admiration to approval: For this reason, the Championship playoff is often billed as the richest match in football.",This is why the Championship playoff is often promoted as the most financially rewarding match in football.
disappointment to disapproval: Inter Milan were booed off the pitch after a disappointing draw with bottom-of-the-table Parma this month .,"Inter Milan's draw with Parma at the bottom of the table was met with disapproval from the fans, who booed them off the pitch."
"joy to admiration: I feel good about New York -- but I'm going to savor this one for a bit.""","New York is great, but I'm going to savor this one for a little while."
joy to admiration: It was the ninth seed's first title since her French Open triumph 15 months ago.,It was the ninth seed's first title since her French Open triumph 15 months ago.
fear to nervousness: The thought of a giant polar bear trying to communicate with a sultry wink will probably fill you with dread.,The idea of a mammoth polar bear trying to flirt with a sultry wink is likely to make you feel uneasy.
disgust to disapproval: district finds acts such as this reprehensible.,The district views such deeds as disgraceful.
"disgust to annoyance: It was deeply offensive and hurtful,' said the 55-year-old.",The 55-year-old declared that it was highly offensive and caused great pain.
approval to disapproval: Of course it is not a safe situation.,Of course it is not a safe situation.
annoyance to disappointment: Sun-starved Britons who had their hopes of a glorious summer dashed by persistent rain are now dealing with another unpleasant side effect of the bizarre weather - an explosion in the mosquito and flea populations.,Sun-starved Britons who had their hopes of a glorious summer dashed by persistent rain are now dealing with another unpleasant side effect of the bizarre weather - an explosion in the mosquito and flea populations.
admiration to approval: current wet and humid conditions have created a perfect breeding ground .,current wet and humid conditions have created a perfect breeding ground .
fear to nervousness: There are even fears of a new 'superflea' evolving - one that is resistant to existing sprays and creams used to tackle the problem.,"The development of a new strain of flea, known as the 'superflea', that is resistant to current methods of control is causing concern."
sadness to annoyance: People coping with the humid weather by sleeping with their windows open and spending more time outside are finding themselves plagued by parasites.,Parasites are becoming a nuisance for those who are dealing with the humid weather by sleeping with their windows open and spending more time outdoors.
"excitement to joy: In the spirit of Christmas, let’s recall 12 days that add to a wondrous argument for thinking it just so.","In the joyful spirit of Christmas, let's revisit 12 days that contribute to the belief in its splendor."
excitement to joy: Martin Kaymer celebrates winning the US Open with fellow German Sandra Gal at Pinehurst .,"Martin Kaymer and Sandra Gal, both hailing from Germany, celebrate his US Open win together at Pinehurst."
"optimism to desire: And I just want to give them hope, give them optimism, give them some kind of guidance.","And I just want to give them hope, give them optimism, give them some kind of guidance."
"approval to caring: And I speak for all of them, as far as I'm concerned.","And I speak for all of them, as far as I'm concerned."
"joy to approval: In its third weekend of release, the film earned an additional $89 million, which lifts its overseas total to $428.6 million and its worldwide cumulative to $518.6 million.","In its third weekend of release, the film earned an additional $89 million, which lifts its overseas total to $428.6 million and its worldwide cumulative to $518.6 million."
"sadness to remorse: Aaron Eckhart, who plays District Attorney Harvey Dent, said it was tragic that Ledger wasn't around to celebrate his achievement.","Aaron Eckhart, who portrayed District Attorney Harvey Dent, expressed his regret that Ledger wasn't there to celebrate his success."
"admiration to approval: Director Christopher Nolan also praised the rest of the cast, including Christian Bale as Batman, Gary Oldman as police Lt. Jim Gordon, Maggie Gyllenhaal as Rachel Dawes and Morgan Freeman as tech wizard Lucius Fox.","Director Christopher Nolan had positive things to say about the rest of the cast, which included Christian Bale, Gary Oldman, Maggie Gyllenhaal, and Morgan Freeman."
"approval to disappointment: But at the time, I believed any bad words that were said about me.",I was convinced of all the negative things said about me during that time.
approval to disapproval: None of these are particularly popular choices but they are who I am and that's more important.,None of these are particularly popular choices but they are who I am and that's more important.
"amusement to joy: Laughter lights up a room, not fake eyelashes and hair extensions .","Laughter lights up a room, not fake eyelashes and hair extensions ."
"optimism to admiration: Never give up, if it's your true passion, your gift will happen.","Persevere, your natural talent will emerge if it's your sincere passion."
"admiration to love: I loved ballet, I had the chance to do it professionally but reason prevailed and I focused on my academic studies.","I loved ballet, I had the chance to do it professionally but reason prevailed and I focused on my academic studies."
love to approval: I also loved writing as a little girl but the path to doing that seemed complicated and uncertain - yet now I'm a published author.,"As a child, I had a fondness for writing, but the road to pursuing it felt complex and unsure. Nevertheless, I have achieved my goal and am now a published author."
"joy to caring: I used to bottle up a lot of my feelings, pretending all was OK and I carried on smiling so I didn't disappoint or worry anyone.","In the past, I bottled up many of my feelings, pretending that everything was okay and continuing to smile so that I wouldn't disappoint or worry anyone."
admiration to realization: Having been through therapy I appreciate the well worn phrase 'a problem shared is a problem halved'.,"Through my therapy journey, I have come to realize the truth behind the saying ""a trouble shared is a trouble halved."""
sadness to disappointment: I suffered from lack of self esteem in my late teens becoming anorexic and I still struggle with bouts of low confidence.,I suffered from lack of self esteem in my late teens becoming anorexic and I still struggle with bouts of low confidence.
approval to disappointment: It's time for the nation to take seriously the issue of low self-esteem as it is one of the biggest threats to a woman's well-being.,"One of the most significant threats to women's well-being is low self-esteem, and it's time for the nation to address it seriously."
"fear to disappointment: At the time it was the worst school shooting in the U.S and raised questions about the easy availability of high-powered weapons, Time reported.","At the time it was the worst school shooting in the U.S and raised questions about the easy availability of high-powered weapons, Time reported."
"fear to nervousness: out because I feared someone at a bar or club would say, “When is the .","I vacated because I was anxious someone at the bar or club would ask, ""When is the...?"""
excitement to admiration: She was so proud of her new figure that she posed in her favourite bikinis a few weeks later.,She was so proud of her new figure that she posed in her favourite bikinis a few weeks later.
"joy to approval: It helps to keep everything on an even keel.’ Her husband Tom, a regional manager with a firm of estate agents, is thrilled that his wife has all her old zip back.","Keeping everything steady is beneficial. Tom, a regional manager at an estate agency, is thrilled that his wife has regained her previous energy levels."
"admiration to sadness: Dave Brubeck, who died of heart failure Wednesday, one day short of his 92nd birthday, was the paradigmatic ""good guy"" of post-World War II jazz.","The post-World War II jazz scene's epitome of a ""good guy,"" Dave Brubeck, died of heart failure on Wednesday, one day before his 92nd birthday."
admiration to desire: She said: 'I would like to have a . resolution.,She said: 'I would like to have a . resolution.
desire to curiosity: If Michaela died then I want to know that.,If Michaela died then I want to know that.
admiration to surprise: Boy wonder: Ross Barkley will be looking to kick-on from an excellent season last term .,Boy wonder: Ross Barkley will be looking to kick-on from an excellent season last term .
excitement to optimism: We only hope Jonathan Pearce is commentating on the game... Ground-breaking: Premier League will use goal-line technology for the first-time ever this season .,We only hope Jonathan Pearce is commentating on the game... Ground-breaking: Premier League will use goal-line technology for the first-time ever this season .
"admiration to approval: He'll do enough, he always does.","He'll do enough, he always does."
"excitement to optimism: First things first, play a good solid round tomorrow and if that means I'm going to Augusta with a bit of hype then so be it.""","First things first, play a good solid round tomorrow and if that means I'm going to Augusta with a bit of hype then so be it."""
"caring to nervousness: Experts are also concerned that readings from MH17's black boxes may reveal nothing about the attack, rendering them virtually useless to investigators.",Experts are worried that the black boxes of MH17 may not be helpful in shedding light on the attack.
optimism to caring: and pray that the agreement reached tonight helps bring them a clear .,and pray that the agreement reached tonight helps bring them a clear .
admiration to disappointment: Her success in become the country's second only woman Bishop will cause upheaval to the Right Rev Frank White's domestic arrangements.,The achievement of becoming the country's second woman Bishop will upset the domestic arrangements of the Right Rev Frank White.
excitement to admiration: The Rev Canon Alison White (pictured) described the news the news she was being appointed Bishop of Hull as 'absolutely wonderful' Rev Canon White said having another Bishop in the family gave her no advantage in getting the Bishop of Hull's job .,The Rev Canon Alison White (pictured) described the news the news she was being appointed Bishop of Hull as 'absolutely wonderful' Rev Canon White said having another Bishop in the family gave her no advantage in getting the Bishop of Hull's job .
joy to approval: He said: 'I believe that Alison will be an outstanding bishop and we are delighted at this appointment.,He said: 'I believe that Alison will be an outstanding bishop and we are delighted at this appointment.
admiration to approval: A lawyer representing Travolta and Singer applauded the decision.,A lawyer representing Travolta and Singer expressed approval for the decision.
"joy to approval: Beaudoin's sister, Faith, said her family was delighted with Monday's verdict.","According to Faith, Beaudoin's sister, Monday's verdict brought great satisfaction to their family."
"joy to surprise: It's an unsentimental education for Pete and for us, too, as unexpectedly entertaining as the entrepreneurial maneuvers in ""The Social Network.""","It's an unsentimental education for Pete and for us, too, as unexpectedly entertaining as the entrepreneurial maneuvers in ""The Social Network."""
"admiration to approval: The movie itself is not a game changer by any means, but it's more than good enough to make you think again about what success adds up to in the long run.","Although the movie isn't groundbreaking, it's satisfactory to stimulate a reflection on what success means in the long run."
anger to fear: Her said: 'There's just too many f****** guns out there.,"She expressed, ""The sheer quantity of guns out there is alarming."""
"approval to sadness: Importantly, criminal convictions are still woefully low -- a continuing failure by the police.",The police's inability to achieve a satisfactory number of criminal convictions is a significant concern.
"caring to nervousness: If it was a sit-down interview done in a serious manner I’d be a lot more concerned than I am now, that’s for sure.",I am less worried now because the interview was not conducted in a serious and seated manner.
joy to approval: And Pardew says his own mood has been cheered by events of the past week.,"The events of the past week have had a positive impact on Pardew's mood, as he reports."
"admiration to approval: With the Ivory Coast contributing to roughly 40% of global cocoa produce alone, such clear intentions of creating a durable and equitable production process should be good news for the world's chocolate companies, as well as the country's cocoa farmers.","With the Ivory Coast accounting for approximately 40% of the world's cocoa output, the commitment to establishing a resilient and fair production process is likely to be well-received by both chocolate companies and cocoa farmers in the country."
"fear to disappointment: I think talk of lifetime bans is over the top, I'm afraid.","I think that the notion of lifetime bans is exaggerated, unfortunately."
love to approval: Malky Mackay is a man I have known and liked for 16 years.,I have had a friendly relationship with Malky Mackay for 16 years.
"annoyance to disappointment: Text messages of a gravely ill-judged, offensive nature have left Mackay clinging to his personal and professional reputation.",The discovery of offensive text messages has left Mackay struggling to maintain his personal and professional reputation.
"fear to nervousness: Even more alarming, the secretary's bad execution of the President's bad plan could put thousands of Americans' personal information at risk.","The secretary's subpar implementation of the President's flawed plan is a cause for concern, as it could put the personal information of thousands of Americans at risk."
admiration to approval: He's so accepting of it himself and he's such a compelling person that the world knows Alan Scott's gay.,Alan Scott's self-acceptance and captivating nature have made his homosexuality a widely recognized fact.
"admiration to approval: And that's a healthy depiction of a team and how it should be.""","And that's a healthy depiction of a team and how it should be."""
"disappointment to disapproval: Not the player who already had a reputation for having no respect for authority, for his considerable talent or for the clubs he represents.","Not the player who already had a reputation for having no respect for authority, for his considerable talent or for the clubs he represents."
annoyance to disappointment: On the training field there have been similar issues; a situation that has offended team-mates who do buy into Rodgers’ methods and want to build on the success they enjoyed last season.,"The training ground has encountered comparable challenges, causing dissatisfaction among teammates who endorse Rodgers' strategies and aspire to build on their previous triumphs."
"sadness to disappointment: We are losing our treasure, our freedom.",We are witnessing the erosion of our freedom and treasure.
admiration to approval: What enabled me to get up was that my mother accepted her fate with a strength and grace I'd never seen before.,What enabled me to get up was that my mother accepted her fate with a strength and grace I'd never seen before.
"realization to sadness: Don't get me wrong, I know it's a devastating path to travel.","Don't get me wrong, I know it's a devastating path to travel."
"optimism to approval: I hope by sharing my own experience, as well as that of others, we can learn more together.","Together, we can learn more by sharing my experience and that of others."
"joy to love: They fell in love at first sight in 2002, married in 2006 and, two years later, their daughter, ‘B’, was born.","They fell in love at first sight in 2002, married in 2006 and, two years later, their daughter, ‘B’, was born."
caring to fear: The countries have become increasingly nervous that they could be next in line to face aggression from Russia after President Vladimir Putin's interventions to annex Ukraine's Crimea region.,The countries have become increasingly nervous that they could be next in line to face aggression from Russia after President Vladimir Putin's interventions to annex Ukraine's Crimea region.
amusement to approval: I said I didn't find it funny at all.,I affirmed that I didn't see any humor in it at all.
sadness to disappointment: Plus all my colleagues were aware of it and so I looked really bad.,"All my colleagues knew about it, which made me look bad."
joy to caring: unconditionally and I have the good fortune to return to her a whole .,unconditionally and I have the good fortune to return to her a whole .
"desire to sadness: Raymond Banning, 60, is suffering from the advanced stages of Pick's disease and his wife desperately wants him to be able to spend his final days at home.","The advanced stages of Pick's disease have affected Raymond Banning, who is 60 years old, and his wife is desperate for him to spend his last days at home."
"caring to fear: As a family researcher, I understand why the Gore breakup scares people.","As a family researcher, I understand why the Gore breakup scares people."
joy to approval: Let's take this as a lesson to stop working so hard in our marriages and spend more time playing in them.,Let's take this as a lesson to stop working so hard in our marriages and spend more time playing in them.
admiration to sadness: Melissa Powell wrote: 'Beautiful girl who will be missed soo much'.,"'A gorgeous girl who will be missed immensely', wrote Melissa Powell."
"admiration to sadness: Tributes were paid to them on Facebook page set up today called 'RIP Enya Maguire', which described the schoolgirl as 'the most amazing and funny little girl' 'Officers and London Ambulance Service attended and found the critically injured 53-year-old man and 15-year-old girl, both of whom had been travelling in the Renault.","A Facebook page called 'RIP Enya Maguire' was established today to pay tribute to them, with many people expressing their condolences."
disgust to fear: I feel awful and I feel like a burden to her.,I'm feeling dreadful and I feel like I'm a weight on her shoulders.
"annoyance to disapproval: We were only 15 minutes over the time, and it is so unfair that we have been fined.","We were punished for being just 15 minutes late, which is not equitable."
"sadness to disappointment: I am so very upset and angry.’ Her daughter, a printer, who lives with her mother in Sevenoaks, said: ‘I have never had a fine before and we had no idea there was a limit.","""I am so very upset and angry,"" declared the daughter, a printer who lives with her mother in Sevenoaks. ""We were not aware of the limit and this is the first time I have been fined."""
"love to caring: She just loved her grandkids and all of us, she just worried about us all the time.","Her grandkids and all of us were dear to her heart, but she was always worried about us."
"sadness to disappointment: Bo's glittering career, during which he drew both admirers and detractors for his populist policies, fell apart last year.","Bo's impressive career, marked by his contentious populist policies, fell apart last year, drawing both admirers and detractors."
"joy to confusion: I'm not sure that it's something that's imminent for us in this window, because he looks fairly happy to me at West Ham.",It's not clear if it will happen soon because he seems happy with West Ham at the moment.
"excitement to joy: A September 2013 blog post by Roy was headlined, ""Happy Blasphemy Day, Happy Birthday 'Mukto Mona.'""","Roy's blog post from September 2013 had the title ""Mukto Mona's Birthday and Blasphemy Day: A Joyous Occasion."""
excitement to joy: Brands including Chewits wished children 'happy birthday' on social .,Brands including Chewits wished children 'happy birthday' on social .
sadness to disappointment: He went on to lose the race by a massive margin .,He went on to lose the race by a massive margin .
"admiration to caring: Holly Gingerella, the girl's mother, said, ""My daughter is doing OK. She doesn't look very good, but she's a strong child.""","""Despite her unwell appearance, my daughter is doing alright. She's a sturdy child,"" Holly Gingerella, the girl's mother, stated."
caring to nervousness: Although as many as 99 percent of parents say they always restrain their children at the beginning of the trip - it is the potential for what can happen when the driver's eyes are peeled to the road which is the concern.,"Although as many as 99 percent of parents say they always secure their children at the start of a trip, the worry is the potential for what could occur when the driver's attention is on the road."
"disappointment to disapproval: However, it's not the best performance with Al-Ahly dominating the second half.","However, it's not the best performance with Al-Ahly dominating the second half."
optimism to approval: I’m sure most Liverpool fans would agree when I say they still haven’t replaced Jamie Carragher.,I’m sure most Liverpool fans would agree when I say they still haven’t replaced Jamie Carragher.
admiration to surprise: Flanagan has had an unexpectedly brilliant season and shouldn’t be .,Flanagan has had an unexpectedly brilliant season and shouldn’t be .
joy to approval: There are some positives to Pardew’s management – when his teams are playing well they are a joy to watch.,"There are some advantages to Pardew's management, as his teams can be a delight to watch when they are performing at their best."
"admiration to love: I like Sterling a lot, and some would call it clever when mid-chase with ball at feet, he will 'bump' into the opponent tracking him – he throws a shape which necessitates contact with his man and goes down.","I like Sterling a lot, and some would call it clever when mid-chase with ball at feet, he will 'bump' into the opponent tracking him – he throws a shape which necessitates contact with his man and goes down."
admiration to approval: Simple advice for refs – watch the game closely.,Simple advice for refs – watch the game closely.
sadness to disappointment: So near and yet so far: Steven Gerrard saw his Premier League title dream shattered .,"Despite being so close, Steven Gerrard's Premier League title dream was shattered."
"sadness to disappointment: Everyone can make a mistake, but the saddest part of that is not that it cost Liverpool the title, but that it really is all Chelsea have got to celebrate this season.","Although everyone is prone to making mistakes, it's unfortunate that Chelsea's only source of joy this season is Liverpool's mistake, which cost them the title."
"approval to disapproval: That should be good news, but it's not that simple.","That should be good news, but it's not that simple."
optimism to approval: Some experts think that could be a good sign for the economy.,Some experts think that could be a good sign for the economy.
joy to approval: This is where I am comfortable.,This is where I am comfortable.
"joy to love: This is what I like doing, and this has always worked for me.","This is what I like doing, and this has always worked for me."
"confusion to disapproval: Then again, there can't be many honour students who are named Playmate of the Month.","Then again, there can't be many honour students who are named Playmate of the Month."
"excitement to admiration: I’ve always been a really good student and, in fact, I’m graduating with honors this May.","I’ve always been a really good student and, in fact, I’m graduating with honors this May."
"joy to approval: Everyone was saying ""oh my God, your life it going to change"", but I just like to have fun and see where things take me.","Despite the widespread belief that my life would change, I prefer to have a good time and let things happen organically."
anger to disappointment: Rep. King's comments are hurtful & disrespectful.,Rep. King's words are damaging and discouraging.
annoyance to disappointment: Frustrating: More delays are expected during the bank holiday weekend's mass exodus .,Frustrating: More delays are expected during the bank holiday weekend's mass exodus .
"admiration to approval: I think they are the best,"" she said on Sunday's show.",She voiced her conviction that they are the best on Sunday's show.
annoyance to disappointment: injustice that no individual or organisation has been held fully .,The injustice has not been fully rectified as no individual or organization has been held fully responsible.
anger to annoyance: Murray screams out in anger - the Scot has never beaten Djokovic having lost the first set .,Murray's frustration boils over as he has never managed to defeat Djokovic after losing the first set.
"admiration to approval: Whoever he chooses to be captain, I’ll respect that and have no problems with it.","I have no objections to whoever he chooses as captain, and I will honor his decision."
sadness to annoyance: Gender-based hate in the most remote corner of the Earth threatens the very core of our dignity.,Gender-based hate in the most remote corner of the Earth threatens the very core of our dignity.
approval to sadness: It's instinctively knowing something that you don't know how you know.,It's a gut feeling about something that you can't quite put into words.
"approval to realization: I believe that just as we hear and see and smell and taste, this is another sense we have, but it's one we don't recognize.","I believe that just as we hear and see and smell and taste, this is another sense we have, but it's one we don't recognize."
approval to caring: The most important thing is just to trust it.,The primary concern is to have complete confidence in it.
"curiosity to surprise: The vast majority of people, I predict, will get about halfway through and wonder what possessed Woods to react in the way he did.","The vast majority of people, I predict, will get about halfway through and wonder what possessed Woods to react in the way he did."
approval to annoyance: All those months of pent-up frustration have suddenly been eased by a couple of good tournaments in a row.,All those months of pent-up frustration have suddenly been eased by a couple of good tournaments in a row.
surprise to annoyance: Outrage: Smoke pouring from World Trade Centre in New York after its hit by a plane used as a weapon by terrorist from Bin Laden's international network .,"The World Trade Centre in New York was hit by a plane used as a weapon by terrorists from Bin Laden's international network, resulting in smoke pouring out and causing outrage."
"admiration to disappointment: Jose Mourinho's defensive tactics backfired hugely against an extremely talented PSG side, who fought to a 2-2 draw after 120 minutes at Stamford Bridge.","Jose Mourinho's defensive tactics backfired hugely against an extremely talented PSG side, who fought to a 2-2 draw after 120 minutes at Stamford Bridge."
amusement to confusion: Diego Costa (left) and Kurt Zouma look bemused as 10-man PSG staged a remarkable fightback .,PSG's incredible comeback with 10 men left Diego Costa (left) and Kurt Zouma looking perplexed.
disappointment to embarrassment: Roberto Martinez's Everton were an embarrassment in defeat away at Dynamo Kiev on Thursday .,"Everton, under the guidance of Roberto Martinez, were a source of embarrassment in their defeat against Dynamo Kiev on Thursday."
"joy to admiration: Whatever the amount, Bale was thrilled while thanking Spurs for some ""special times.""","Regardless of the amount, Bale expressed his delight and gratitude to Spurs for the special times."
annoyance to disappointment: And what a lopsided trial he presided over.,The trial he chaired was grossly imbalanced.
"joy to love: girls,' he wrote, 'and I like my lamer friends.","girls,' he wrote, 'and I like my lamer friends."
"excitement to joy: Solstice, the longest day of the year.",The longest day of the year occurs on the solstice.
"admiration to approval: My sons have chosen to be men of work, honest and serious.""","My sons have chosen to be men of work, honest and serious."""
"admiration to approval: From where I sit, it seems, well, pretty damn good if not perfect.","To me, it appears quite satisfactory, if not impeccable."
"excitement to admiration: This may sound like escapism or putting your head in the sand, but it's more interesting than that.","This could be mistaken for escapism or ignorance, but it's actually more captivating than that."
annoyance to disappointment: Life throws rotten things our way each day.,Life throws rotten things our way each day.
"disgust to disappointment: People say nasty things to us, often about others.","We are often subjected to negative comments from people, which are often about others."
caring to disapproval: Don't preach your religion too forcefully.,Don't preach your religion too forcefully.
admiration to approval: were ‘strong individuals’ who could cope with failure and grow up to be .,Had the resilience to overcome failure and grow into capable individuals.
"disappointment to disapproval: So what might have seemed a ""good enough"" reason to enter marriage in the past no longer seems sufficient to many people.",The reasons that were once acceptable for entering marriage are no longer considered adequate by many individuals.
admiration to approval: These higher expectations are good news for many marriages.,These elevated expectations are advantageous for many marriages.
approval to fear: This is a troubling trend that deserves attention from policy-makers.,Policy-makers must take notice of this alarming trend.
confusion to disapproval: There is no easy fix for this problem.,There is no easy fix for this problem.
disgust to disappointment: Cooper’s comments are disgraceful and show just how out of touch Labour .,Cooper's remarks are a clear indication of how out of touch Labour has become.
joy to love: Pub manager Gail Pritchard said the couple liked the food so much they went up for seconds.,Pub manager Gail Pritchard said the couple liked the food so much they went up for seconds.
excitement to joy: Britain looks set to enjoy another week of uncharacteristically warm and dry September weather with temperatures of up to 22C as we head into Autumn.,Britain looks set to enjoy another week of uncharacteristically warm and dry September weather with temperatures of up to 22C as we head into Autumn.
"joy to approval: Vermaelen enjoyed success in his final season at Arsenal, lifting the FA Cup at Wembley in May .","The final season of Vermaelen's Arsenal career was marked by success, including his FA Cup win at Wembley in May."
"confusion to nervousness: Just one decade after the European single currency was launched amid fanfare and fireworks, its future looks uncertain as the debt crisis that engulfed Greece, Ireland and Portugal threatens the entire bloc -- and the wider global economy.","The European single currency, which was introduced amid much celebration and excitement, is now facing an uncertain future as the debt crisis that has affected Greece, Ireland, and Portugal threatens the entire bloc and the wider global economy."
"fear to disappointment: After Greece's dire numbers were revealed, investors panicked and the country was unable to raise money to fund itself.","Investors were thrown into a frenzy after Greece's bleak figures were made public, causing the country to be unable to raise funds for its needs."
caring to nervousness: Her parents are worried the suspension may have impact on Erin's ability to play volleyball in college.,Her parents are worried the suspension may have impact on Erin's ability to play volleyball in college.
confusion to realization: I sort of knew it but I didn’t know what that meant in terms of eligibility.,"I had a slight inkling of it, but I was ignorant about its eligibility standards."
approval to realization: It’s just one of those things - that was a good break for me I suppose.’ Quite how much of a good break is only now dawning on Longbottom.,Longbottom is just now realizing how much of a positive turn of events it was for him.
approval to desire: It would be another opportunity for me and I would want to take it.,It would be another opportunity for me and I would want to take it.
"confusion to disapproval: At the time I thought, Right, whatever, that’s not going to happen”.","At the time I thought, Right, whatever, that’s not going to happen”."
"admiration to approval: That’s why I play the game - to have a battle with the other bloke and shake his hand at the end.’ A love of proper, combative scrummaging will go down well with Rowntree.","That’s why I play the game - to have a battle with the other bloke and shake his hand at the end.’ A love of proper, combative scrummaging will go down well with Rowntree."
confusion to disappointment: Last year sometimes it worked and sometimes not.,"Last year, it was occasionally successful and occasionally unsuccessful."
admiration to approval: And it is a work that has had international significance'.,And it is a work that has had international significance'.
"admiration to love: The magazine’s editor has promised she will dispense sage advice on how to prepare a ‘Friday night feast’, and said her ‘wealth of experience’ will be ‘loved’ by readers.","The magazine’s editor has promised she will dispense sage advice on how to prepare a ‘Friday night feast’, and said her ‘wealth of experience’ will be ‘loved’ by readers."
fear to nervousness: That fear was intensified on Sunday when a man being screened at the Detroit airport was found concealing a knife in his sneaker.,The unease was escalated on Sunday when a man was found to be carrying a knife in his shoe during a screening procedure at the Detroit airport.
"admiration to love: Smitten: Hannah Stone is at the centre of a love triangle after she 'fell for' opera singer Bryn Terfel's 'charm offensive' What a delightful operatic libretto it would make: a story of star-crossed lovers, with a hint of farce.","A love triangle has formed around Hannah Stone, who was smitten by opera singer Bryn Terfel's charm."
"admiration to love: The beautiful harpist marries the younger man, but realises it is the hulk of a man she really loves.","The beautiful harpist marries the younger man, but realises it is the hulk of a man she really loves."
sadness to disappointment: What drew me to the sad little face staring mournfully out of my computer that day I can’t say.,I cannot describe what captivated me about the woeful expression on my computer screen that day.
"approval to realization: I gave myself a good talking to – my husband Michel and I already owned a boisterous puppy of the same breed, Renae.","I had a frank discussion with myself when I realized that my husband and I already had a lively puppy of the same breed, Renae."
fear to sadness: Susie-Belle’s story was a terrible one.,Susie-Belle's narrative was a sorrowful one.
"admiration to love: When I first read about her, she was being fostered by a wonderful woman called Janet who has helped countless ex-puppy farm dogs live out their final days surrounded by warmth and love.","When I first read about her, she was being fostered by a wonderful woman called Janet who has helped countless ex-puppy farm dogs live out their final days surrounded by warmth and love."
disappointment to disapproval: Nothing good happens to breeding bitches when people are behind them.,The presence of people results in unfavorable circumstances for breeding bitches.
joy to approval: It had been a success all round and I was floating on air.,It had been a success all round and I was floating on air.
"joy to admiration: In those first few weeks with us she experienced not only the sweet taste of freedom but delicious meals of venison, rabbit and hare plus delectable morsels of roast goose and lobster.","In those first few weeks with us she experienced not only the sweet taste of freedom but delicious meals of venison, rabbit and hare plus delectable morsels of roast goose and lobster."
